날짜,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,레이블,WTI,환율,VIX,PER,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률
2013-06-19,-0.1076684043892422,-0.0440340400646344,11.144831616198651,-0.0983341309503039,-0.6566452627244894,0.5377105517803238,1.0646946661207,2.0608700520754253,up,98.24,1133.5,16.64,16.73,1.07,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-20,-0.1076816298406726,-0.0444234796034008,5.621580179553669,-0.4912514972049891,-1.036012694922524,0.613296668629762,0.5889217003482347,1.42923007078861,up,95.4,1129.6,20.49,16.02,1.03,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-21,-0.1077036912618087,-0.0427949254051366,-0.6643974633438762,-1.2133192108472517,-1.168791296191836,0.8602113170045944,-0.3394295919616529,1.1981422727568478,up,93.69,1144.9,18.9,15.82,1.01,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-24,-0.1077225888357276,-0.043893261921585,0.901452930612242,-1.930698173102226,-1.237077433987482,0.8236780271940326,-0.5238552600256529,1.193006988356142,up,95.18,1156.9,20.11,15.68,1.01,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-25,-0.1077339615838327,-0.0439675470231953,0.5035475930692442,-2.414577316270288,-1.2522521312754034,0.8362757133356054,-0.7993623163053086,1.259765685565318,up,95.32,1160.6,18.47,15.49,0.99,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-26,-0.1077191969634858,-0.0434856533963618,-2.7355428533391883,-2.186703998848119,-1.172584970513816,0.8501331680913357,-0.5114093560458733,1.1673305663526137,up,95.5,1152.3,17.21,15.6,1.0,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-27,-0.1077069691215382,-0.04322212135784,-1.1059055246468783,-1.9785234372525573,-1.094814646913219,0.7921838118400999,-0.3190635672674689,1.1211130067462602,up,97.05,1155.1,16.86,15.86,1.02,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-28,-0.1076942852295414,-0.0429432878654942,-1.4069197522878356,-1.7393971165008992,-1.10429883271817,0.8350159447214484,0.1250289156473769,1.1005718691434374,up,96.56,1147.2,16.86,16.17,1.04,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-07-01,-0.1076802616905246,-0.0435312631716428,-0.2519685588109349,-1.443068028824335,-1.2408711083094623,0.9282388221690888,0.3185061502421247,1.1673305663526137,up,97.99,1121.9,16.37,16.2,1.04,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-02,-0.1076716822489717,-0.0431439947160754,2.2248809497806588,-1.245202720280806,-1.417276964281548,1.0995673536944828,-0.2981318196651132,1.3059832451716704,up,99.6,1134.3,16.44,16.34,1.05,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-03,-0.1076812307968794,-0.0442701006637458,7.43843259277272,-1.6296803340383736,-1.6771436553372017,1.2860131085897644,-1.3390619707011848,1.1159777223455545,up,101.24,1133.0,16.2,15.78,1.01,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-05,-0.1076590268601029,-0.0438277105342707,2.67788272946478,-1.1458011908703127,-1.7454297931328475,1.399392283863922,-1.3136044398334548,0.9465133371222624,up,103.22,1138.9,14.89,15.82,1.02,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-08,-0.1076665516859168,-0.0438435517789762,1.1969124358036871,-1.4271262741075577,-1.7625013275817594,1.3792359860374053,-1.6321064371341658,0.9311074839201452,up,103.14,1141.6,14.78,15.63,1.0,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-09,-0.1076583142819008,-0.0433883190538255,-0.5519580571663056,-1.2545802230553804,-1.6771436553372017,1.2494798187792024,-1.0771322642176515,0.9927308967286148,up,103.53,1147.4,14.35,15.69,1.01,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-10,-0.1076651835357688,-0.0439603867056648,-3.820635098404489,-1.4983952951943262,-1.570920774321752,1.0176823937742578,-1.3124729940171114,1.141654144349084,up,106.52,1140.9,14.21,15.57,1.0,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-11,-0.1076582002693885,-0.0428296235716813,-3.802217067471008,-1.3652347557953637,-1.3546813379688725,0.7745470512418975,-0.915901235388695,0.920836915118734,up,104.91,1134.6,14.01,16.18,1.04,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-12,-0.107645288352367,-0.0434739159246048,0.6527787218658436,-1.1017269278298112,-1.347093989324912,0.5452691634652674,-1.0731722038604492,0.7924548051010885,up,105.95,1123.4,13.84,16.22,1.04,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
